Season,Celebrity,Week,Total_Score,Num_Judges,Avg_Score,Std_Score,Age,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,results,placement,Final_Rank,Final_Status,Elim_Week,Active,Max_Possible_Score,Percent_Score,Standardized_Score,Week_Rank,Partner_Clean,Partner_Name,Origin,Origin_Population,Twitter_Handle,Twitter_Followers_Est,Data_Source
1,John O'Hurley,5,27.0,3,9.0,0.0,50,Charlotte Jorgensen,Actor/Actress,Maine,United States,2nd Place,2,2.0,Finalist,,1,30,0.3698630136986301,1.382189480930177,1.0,Charlotte Jorgensen,Charlotte Jorgensen,Unknown,0,,1000,cached
1,John O'Hurley,6,27.0,3,9.0,0.0,50,Charlotte Jorgensen,Actor/Actress,Maine,United States,2nd Place,2,2.0,Finalist,,1,30,0.4954128440366973,-1.0,2.0,Charlotte Jorgensen,Charlotte Jorgensen,Unknown,0,,1000,cached
1,John O'Hurley,7,,0,,,50,Charlotte Jorgensen,Actor/Actress,Maine,United States,2nd Place,2,2.0,Finalist,,0,0,,,,Charlotte Jorgensen,Charlotte Jorgensen,Unknown,0,,1000,cached
1,John O'Hurley,8,,0,,,50,Charlotte Jorgensen,Actor/Actress,Maine,United States,2nd Place,2,2.0,Finalist,,0,0,,,,Charlotte Jorgensen,Charlotte Jorgensen,Unknown,0,,1000,cached
1,John O'Hurley,9,,0,,,50,Charlotte Jorgensen,Actor/Actress,Maine,United States,2nd Place,2,2.0,Finalist,,0,0,,,,Charlotte Jorgensen,Charlotte Jorgensen,Unknown,0,,1000,cached
1,John O'Hurley,10,,0,,,50,Charlotte Jorgensen,Actor/Actress,Maine,United States,2nd Place,2,2.0,Finalist,,0,0,,,,Charlotte Jorgensen,Charlotte Jorgensen,Unknown,0,,1000,cached
1,John O'Hurley,11,,0,,,50,Charlotte Jorgensen,Actor/Actress,Maine,United States,2nd Place,2,2.0,Finalist,,0,0,,,,Charlotte Jorgensen,Charlotte Jorgensen,Unknown,0,,1000,cached
1,Kelly Monaco,1,13.0,3,4.333333333333333,0.5773502691896257,29,Alec Mazo,Actor/Actress,Pennsylvania,United States,1st Place,1,1.0,Winner,,1,30,0.1192660550458715,-2.085285661388569,3.0,Alec Mazo,Alec Mazo,Russia,144000000,AlecMazo,15000,cached
1,Kelly Monaco,2,17.0,3,5.666666666666667,0.5773502691896257,29,Alec Mazo,Actor/Actress,Pennsylvania,United States,1st Place,1,1.0,Winner,,1,30,0.140495867768595,-0.7802364842355229,5.0,Alec Mazo,Alec Mazo,Russia,144000000,AlecMazo,15000,cached
1,Kelly Monaco,3,21.0,3,7.0,1.0,29,Alec Mazo,Actor/Actress,Pennsylvania,United States,1st Place,1,1.0,Winner,,1,30,0.1981132075471698,-0.0449921270665845,4.0,Alec Mazo,Alec Mazo,Russia,144000000,AlecMazo,15000,cached
1,Kelly Monaco,4,26.0,3,8.666666666666666,0.5773502691896255,29,Alec Mazo,Actor/Actress,Pennsylvania,United States,1st Place,1,1.0,Winner,,1,30,0.2826086956521739,1.1766968108291045,1.0,Alec Mazo,Alec Mazo,Russia,144000000,AlecMazo,15000,cached
1,Kelly Monaco,5,23.5,3,7.833333333333333,0.5773502691896257,29,Alec Mazo,Actor/Actress,Pennsylvania,United States,1st Place,1,1.0,Winner,,1,30,0.3219178082191781,-0.4319342127906794,2.0,Alec Mazo,Alec Mazo,Russia,144000000,AlecMazo,15000,cached
1,Kelly Monaco,6,27.5,3,9.166666666666666,0.5773502691896258,29,Alec Mazo,Actor/Actress,Pennsylvania,United States,1st Place,1,1.0,Winner,,1,30,0.5045871559633027,1.0,1.0,Alec Mazo,Alec Mazo,Russia,144000000,AlecMazo,15000,cached
1,Kelly Monaco,7,,0,,,29,Alec Mazo,Actor/Actress,Pennsylvania,United States,1st Place,1,1.0,Winner,,0,0,,,,Alec Mazo,Alec Mazo,Russia,144000000,AlecMazo,15000,cached
1,Kelly Monaco,8,,0,,,29,Alec Mazo,Actor/Actress,Pennsylvania,United States,1st Place,1,1.0,Winner,,0,0,,,,Alec Mazo,Alec Mazo,Russia,144000000,AlecMazo,15000,cached
1,Kelly Monaco,9,,0,,,29,Alec Mazo,Actor/Actress,Pennsylvania,United States,1st Place,1,1.0,Winner,,0,0,,,,Alec Mazo,Alec Mazo,Russia,144000000,AlecMazo,15000,cached
1,Kelly Monaco,10,,0,,,29,Alec Mazo,Actor/Actress,Pennsylvania,United States,1st Place,1,1.0,Winner,,0,0,,,,Alec Mazo,Alec Mazo,Russia,144000000,AlecMazo,15000,cached
1,Kelly Monaco,11,,0,,,29,Alec Mazo,Actor/Actress,Pennsylvania,United States,1st Place,1,1.0,Winner,,0,0,,,,Alec Mazo,Alec Mazo,Russia,144000000,AlecMazo,15000,cached
1,Rachel Hunter,1,20.0,3,6.666666666666667,0.5773502691896257,35,Jonathan Roberts,Model,,New Zealand,Eliminated Week 4,4,,Eliminated,4.0,1,30,0.1834862385321101,0.7399400733959433,1.0,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
1,Rachel Hunter,2,24.0,3,8.0,0.0,35,Jonathan Roberts,Model,,New Zealand,Eliminated Week 4,4,,Eliminated,4.0,1,30,0.1983471074380165,0.9444967967061588,2.0,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
1,Rachel Hunter,3,26.0,3,8.666666666666666,0.5773502691896258,35,Jonathan Roberts,Model,,New Zealand,Eliminated Week 4,4,,Eliminated,4.0,1,30,0.2452830188679245,1.0798110495980342,1.0,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
1,Rachel Hunter,4,25.0,3,8.333333333333334,1.1547005383792517,35,Jonathan Roberts,Model,,New Zealand,Eliminated Week 4,4,,Eliminated,4.0,1,30,0.2717391304347826,0.7844645405527362,2.0,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
1,Rachel Hunter,5,,0,,,35,Jonathan Roberts,Model,,New Zealand,Eliminated Week 4,4,,Eliminated,4.0,0,0,,,,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
1,Rachel Hunter,6,,0,,,35,Jonathan Roberts,Model,,New Zealand,Eliminated Week 4,4,,Eliminated,4.0,0,0,,,,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
1,Rachel Hunter,7,,0,,,35,Jonathan Roberts,Model,,New Zealand,Eliminated Week 4,4,,Eliminated,4.0,0,0,,,,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
1,Rachel Hunter,8,,0,,,35,Jonathan Roberts,Model,,New Zealand,Eliminated Week 4,4,,Eliminated,4.0,0,0,,,,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
1,Rachel Hunter,9,,0,,,35,Jonathan Roberts,Model,,New Zealand,Eliminated Week 4,4,,Eliminated,4.0,0,0,,,,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
1,Rachel Hunter,10,,0,,,35,Jonathan Roberts,Model,,New Zealand,Eliminated Week 4,4,,Eliminated,4.0,0,0,,,,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
1,Rachel Hunter,11,,0,,,35,Jonathan Roberts,Model,,New Zealand,Eliminated Week 4,4,,Eliminated,4.0,0,0,,,,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
1,Trista Sutter,1,18.0,3,6.0,0.0,32,Louis van Amstel,TV Personality,Indiana,United States,Eliminated Week 2,6,,Eliminated,2.0,1,30,0.1651376146788991,-0.0672672793996317,2.0,Louis van Amstel,Louis van Amstel,Netherlands,0,LouisVanAmstel,35000,cached
1,Trista Sutter,2,19.0,3,6.333333333333333,0.5773502691896257,32,Louis van Amstel,TV Personality,Indiana,United States,Eliminated Week 2,6,,Eliminated,2.0,1,30,0.1570247933884297,-0.2874555468236139,4.0,Louis van Amstel,Louis van Amstel,Netherlands,0,LouisVanAmstel,35000,cached
1,Trista Sutter,3,,0,,,32,Louis van Amstel,TV Personality,Indiana,United States,Eliminated Week 2,6,,Eliminated,2.0,0,0,,,,Louis van Amstel,Louis van Amstel,Netherlands,0,LouisVanAmstel,35000,cached
1,Trista Sutter,4,,0,,,32,Louis van Amstel,TV Personality,Indiana,United States,Eliminated Week 2,6,,Eliminated,2.0,0,0,,,,Louis van Amstel,Louis van Amstel,Netherlands,0,LouisVanAmstel,35000,cached
1,Trista Sutter,5,,0,,,32,Louis van Amstel,TV Personality,Indiana,United States,Eliminated Week 2,6,,Eliminated,2.0,0,0,,,,Louis van Amstel,Louis van Amstel,Netherlands,0,LouisVanAmstel,35000,cached
1,Trista Sutter,6,,0,,,32,Louis van Amstel,TV Personality,Indiana,United States,Eliminated Week 2,6,,Eliminated,2.0,0,0,,,,Louis van Amstel,Louis van Amstel,Netherlands,0,LouisVanAmstel,35000,cached
1,Trista Sutter,7,,0,,,32,Louis van Amstel,TV Personality,Indiana,United States,Eliminated Week 2,6,,Eliminated,2.0,0,0,,,,Louis van Amstel,Louis van Amstel,Netherlands,0,LouisVanAmstel,35000,cached
1,Trista Sutter,8,,0,,,32,Louis van Amstel,TV Personality,Indiana,United States,Eliminated Week 2,6,,Eliminated,2.0,0,0,,,,Louis van Amstel,Louis van Amstel,Netherlands,0,LouisVanAmstel,35000,cached
1,Trista Sutter,9,,0,,,32,Louis van Amstel,TV Personality,Indiana,United States,Eliminated Week 2,6,,Eliminated,2.0,0,0,,,,Louis van Amstel,Louis van Amstel,Netherlands,0,LouisVanAmstel,35000,cached
1,Trista Sutter,10,,0,,,32,Louis van Amstel,TV Personality,Indiana,United States,Eliminated Week 2,6,,Eliminated,2.0,0,0,,,,Louis van Amstel,Louis van Amstel,Netherlands,0,LouisVanAmstel,35000,cached
1,Trista Sutter,11,,0,,,32,Louis van Amstel,TV Personality,Indiana,United States,Eliminated Week 2,6,,Eliminated,2.0,0,0,,,,Louis van Amstel,Louis van Amstel,Netherlands,0,LouisVanAmstel,35000,cached
2,Drew Lachey,1,24.0,3,8.0,0.0,29,Cheryl Burke,Singer/Rapper,Ohio,United States,1st Place,1,1.0,Winner,,1,30,0.123076923076923,1.1448491654582649,1.0,Cheryl Burke,Cheryl Burke,California,38965193,CherylBurke,450000,cached
2,Drew Lachey,2,27.0,3,9.0,0.0,29,Cheryl Burke,Singer/Rapper,Ohio,United States,1st Place,1,1.0,Winner,,1,30,0.135,1.1962920007605131,2.0,Cheryl Burke,Cheryl Burke,California,38965193,CherylBurke,450000,cached
2,Drew Lachey,3,27.0,3,9.0,0.0,29,Cheryl Burke,Singer/Rapper,Ohio,United States,1st Place,1,1.0,Winner,,1,30,0.1483516483516483,1.003478271371624,1.0,Cheryl Burke,Cheryl Burke,California,38965193,CherylBurke,450000,cached
2,Drew Lachey,4,28.0,3,9.333333333333334,0.5773502691896255,29,Cheryl Burke,Singer/Rapper,Ohio,United States,1st Place,1,1.0,Winner,,1,30,0.1772151898734177,0.8649777618513721,1.0,Cheryl Burke,Cheryl Burke,California,38965193,CherylBurke,450000,cached
2,Drew Lachey,5,27.0,3,9.0,0.0,29,Cheryl Burke,Singer/Rapper,Ohio,United States,1st Place,1,1.0,Winner,,1,30,0.1788079470198675,0.6861611477069854,2.0,Cheryl Burke,Cheryl Burke,California,38965193,CherylBurke,450000,cached
2,Drew Lachey,6,30.0,3,10.0,0.0,29,Cheryl Burke,Singer/Rapper,Ohio,United States,1st Place,1,1.0,Winner,,1,30,0.225563909774436,1.0838804122076746,1.0,Cheryl Burke,Cheryl Burke,California,38965193,CherylBurke,450000,cached
2,Drew Lachey,7,27.5,3,9.166666666666666,0.2886751345948127,29,Cheryl Burke,Singer/Rapper,Ohio,United States,1st Place,1,1.0,Winner,,1,30,0.2696078431372549,0.6859943405700353,1.0,Cheryl Burke,Cheryl Burke,California,38965193,CherylBurke,450000,cached
2,Drew Lachey,8,28.9998,3,9.6666,0.0,29,Cheryl Burke,Singer/Rapper,Ohio,United States,1st Place,1,1.0,Winner,,1,30,0.3438729131809768,0.8626554143466422,1.0,Cheryl Burke,Cheryl Burke,California,38965193,CherylBurke,450000,cached
2,Drew Lachey,9,,0,,,29,Cheryl Burke,Singer/Rapper,Ohio,United States,1st Place,1,1.0,Winner,,0,0,,,,Cheryl Burke,Cheryl Burke,California,38965193,CherylBurke,450000,cached
2,Drew Lachey,10,,0,,,29,Cheryl Burke,Singer/Rapper,Ohio,United States,1st Place,1,1.0,Winner,,0,0,,,,Cheryl Burke,Cheryl Burke,California,38965193,CherylBurke,450000,cached
2,Drew Lachey,11,,0,,,29,Cheryl Burke,Singer/Rapper,Ohio,United States,1st Place,1,1.0,Winner,,0,0,,,,Cheryl Burke,Cheryl Burke,California,38965193,CherylBurke,450000,cached
2,George Hamilton,1,18.0,3,6.0,1.0,66,Edyta Sliwinska,Actor/Actress,Tennessee,United States,Eliminated Week 6,5,,Eliminated,6.0,1,30,0.0923076923076923,-0.3816163884860883,7.0,Edyta Sliwinska,Edyta Sliwinska,Poland,38000000,EdytaSliwinska,45000,cached
2,George Hamilton,2,22.0,3,7.333333333333333,0.5773502691896257,66,Edyta Sliwinska,Actor/Actress,Tennessee,United States,Eliminated Week 6,5,,Eliminated,6.0,1,30,0.11,-0.0556414884074655,5.0,Edyta Sliwinska,Edyta Sliwinska,Poland,38000000,EdytaSliwinska,45000,cached
2,George Hamilton,3,22.0,3,7.333333333333333,0.5773502691896258,66,Edyta Sliwinska,Actor/Actress,Tennessee,United States,Eliminated Week 6,5,,Eliminated,6.0,1,30,0.1208791208791208,-0.1770844008302866,4.0,Edyta Sliwinska,Edyta Sliwinska,Poland,38000000,EdytaSliwinska,45000,cached
2,George Hamilton,4,21.0,3,7.0,0.0,66,Edyta Sliwinska,Actor/Actress,Tennessee,United States,Eliminated Week 6,5,,Eliminated,6.0,1,30,0.1329113924050632,-0.2503882994832922,5.0,Edyta Sliwinska,Edyta Sliwinska,Poland,38000000,EdytaSliwinska,45000,cached
2,George Hamilton,5,24.0,3,8.0,0.0,66,Edyta Sliwinska,Actor/Actress,Tennessee,United States,Eliminated Week 6,5,,Eliminated,6.0,1,30,0.1589403973509933,-0.4366480030862642,4.0,Edyta Sliwinska,Edyta Sliwinska,Poland,38000000,EdytaSliwinska,45000,cached
2,George Hamilton,6,23.0,3,7.666666666666667,0.5773502691896257,66,Edyta Sliwinska,Actor/Actress,Tennessee,United States,Eliminated Week 6,5,,Eliminated,6.0,1,30,0.1729323308270676,-1.1476380835140094,3.0,Edyta Sliwinska,Edyta Sliwinska,Poland,38000000,EdytaSliwinska,45000,cached
2,George Hamilton,7,,0,,,66,Edyta Sliwinska,Actor/Actress,Tennessee,United States,Eliminated Week 6,5,,Eliminated,6.0,0,0,,,,Edyta Sliwinska,Edyta Sliwinska,Poland,38000000,EdytaSliwinska,45000,cached
2,George Hamilton,8,,0,,,66,Edyta Sliwinska,Actor/Actress,Tennessee,United States,Eliminated Week 6,5,,Eliminated,6.0,0,0,,,,Edyta Sliwinska,Edyta Sliwinska,Poland,38000000,EdytaSliwinska,45000,cached
2,George Hamilton,9,,0,,,66,Edyta Sliwinska,Actor/Actress,Tennessee,United States,Eliminated Week 6,5,,Eliminated,6.0,0,0,,,,Edyta Sliwinska,Edyta Sliwinska,Poland,38000000,EdytaSliwinska,45000,cached
2,George Hamilton,10,,0,,,66,Edyta Sliwinska,Actor/Actress,Tennessee,United States,Eliminated Week 6,5,,Eliminated,6.0,0,0,,,,Edyta Sliwinska,Edyta Sliwinska,Poland,38000000,EdytaSliwinska,45000,cached
2,George Hamilton,11,,0,,,66,Edyta Sliwinska,Actor/Actress,Tennessee,United States,Eliminated Week 6,5,,Eliminated,6.0,0,0,,,,Edyta Sliwinska,Edyta Sliwinska,Poland,38000000,EdytaSliwinska,45000,cached
2,Giselle Fernandez,1,23.0,3,7.666666666666667,0.5773502691896257,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,1,30,0.1179487179487179,0.8904382398008727,2.0,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
2,Giselle Fernandez,2,24.0,3,8.0,0.0,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,1,30,0.12,0.4451319072597259,3.0,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
2,Giselle Fernandez,3,22.0,3,7.333333333333333,0.5773502691896257,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,1,30,0.1208791208791208,-0.1770844008302866,4.0,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
2,Giselle Fernandez,4,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
2,Giselle Fernandez,5,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
2,Giselle Fernandez,6,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
2,Giselle Fernandez,7,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
2,Giselle Fernandez,8,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
2,Giselle Fernandez,9,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
2,Giselle Fernandez,10,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
2,Giselle Fernandez,11,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,,Jonathan Roberts,Jonathan Roberts,Ohio,11785935,,8000,cached
2,Jerry Rice,1,21.0,3,7.0,0.0,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,1,30,0.1076923076923077,0.3816163884860883,4.0,Anna Trebunskaya,Anna Trebunskaya,Russia,144000000,AnnaTrebunskaya,50000,cached
2,Jerry Rice,2,23.0,3,7.666666666666667,0.5773502691896257,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,1,30,0.115,0.1947452094261302,4.0,Anna Trebunskaya,Anna Trebunskaya,Russia,144000000,AnnaTrebunskaya,50000,cached
2,Jerry Rice,3,19.0,3,6.333333333333333,0.5773502691896257,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,1,30,0.1043956043956044,-0.8854220041514329,5.0,Anna Trebunskaya,Anna Trebunskaya,Russia,144000000,AnnaTrebunskaya,50000,cached
2,Jerry Rice,4,24.0,3,8.0,0.0,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,1,30,0.1518987341772152,0.2276257268029924,4.0,Anna Trebunskaya,Anna Trebunskaya,Russia,144000000,AnnaTrebunskaya,50000,cached
2,Jerry Rice,5,23.0,3,7.666666666666667,0.5773502691896257,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,1,30,0.152317880794702,-0.8109177200173474,5.0,Anna Trebunskaya,Anna Trebunskaya,Russia,144000000,AnnaTrebunskaya,50000,cached
2,Jerry Rice,6,23.0,3,7.666666666666667,0.5773502691896257,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,1,30,0.1729323308270676,-1.1476380835140094,3.0,Anna Trebunskaya,Anna Trebunskaya,Russia,144000000,AnnaTrebunskaya,50000,cached
2,Jerry Rice,7,20.5,3,6.833333333333333,0.2886751345948127,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,1,30,0.2009803921568627,-1.7149858514250882,3.0,Anna Trebunskaya,Anna Trebunskaya,Russia,144000000,AnnaTrebunskaya,50000,cached
