Season,Celebrity,Week,Total_Score,Num_Judges,Avg_Score,Std_Score,Age,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,results,placement,Final_Rank,Final_Status,Elim_Week,Active,Max_Possible_Score,Percent_Score,Standardized_Score,Week_Rank
2,Giselle Fernandez,2,24.0,3,8.0,0.0,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,1,30,0.12,0.44513190725972596,3.0
2,Giselle Fernandez,3,22.0,3,7.333333333333333,0.5773502691896257,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,1,30,0.12087912087912088,-0.1770844008302866,4.0
2,Giselle Fernandez,4,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,
2,Giselle Fernandez,5,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,
2,Giselle Fernandez,6,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,
2,Giselle Fernandez,7,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,
2,Giselle Fernandez,8,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,
2,Giselle Fernandez,9,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,
2,Giselle Fernandez,10,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,
2,Giselle Fernandez,11,,0,,,44,Jonathan Roberts,News Anchor,,Mexico,Eliminated Week 3,8,,Eliminated,3.0,0,0,,,
2,Jerry Rice,1,21.0,3,7.0,0.0,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,1,30,0.1076923076923077,0.3816163884860883,4.0
2,Jerry Rice,2,23.0,3,7.666666666666667,0.5773502691896257,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,1,30,0.115,0.19474520942613022,4.0
2,Jerry Rice,3,19.0,3,6.333333333333333,0.5773502691896257,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,1,30,0.1043956043956044,-0.8854220041514329,5.0
2,Jerry Rice,4,24.0,3,8.0,0.0,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,1,30,0.1518987341772152,0.22762572680299248,4.0
2,Jerry Rice,5,23.0,3,7.666666666666667,0.5773502691896257,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,1,30,0.152317880794702,-0.8109177200173474,5.0
2,Jerry Rice,6,23.0,3,7.666666666666667,0.5773502691896257,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,1,30,0.17293233082706766,-1.1476380835140094,3.0
2,Jerry Rice,7,20.5,3,6.833333333333333,0.28867513459481275,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,1,30,0.20098039215686275,-1.7149858514250882,3.0
2,Jerry Rice,8,26.666600000000003,3,8.888866666666667,0.1924885797478208,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,1,30,0.31620636785880724,-1.401827180163294,3.0
2,Jerry Rice,9,,0,,,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,0,0,,,
2,Jerry Rice,10,,0,,,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,0,0,,,
2,Jerry Rice,11,,0,,,43,Anna Trebunskaya,Athlete,Mississippi,United States,2nd Place,2,2.0,Finalist,,0,0,,,
2,Kenny Mayne,1,13.0,3,4.333333333333333,0.5773502691896257,46,Andrea Hale,Sports Broadcaster,Washington,United States,Eliminated Week 1,10,,Eliminated,1.0,1,30,0.06666666666666667,-1.6536710167730493,8.0
2,Kenny Mayne,2,,0,,,46,Andrea Hale,Sports Broadcaster,Washington,United States,Eliminated Week 1,10,,Eliminated,1.0,0,0,,,
2,Kenny Mayne,3,,0,,,46,Andrea Hale,Sports Broadcaster,Washington,United States,Eliminated Week 1,10,,Eliminated,1.0,0,0,,,
2,Kenny Mayne,4,,0,,,46,Andrea Hale,Sports Broadcaster,Washington,United States,Eliminated Week 1,10,,Eliminated,1.0,0,0,,,
2,Kenny Mayne,5,,0,,,46,Andrea Hale,Sports Broadcaster,Washington,United States,Eliminated Week 1,10,,Eliminated,1.0,0,0,,,
2,Kenny Mayne,6,,0,,,46,Andrea Hale,Sports Broadcaster,Washington,United States,Eliminated Week 1,10,,Eliminated,1.0,0,0,,,
2,Kenny Mayne,7,,0,,,46,Andrea Hale,Sports Broadcaster,Washington,United States,Eliminated Week 1,10,,Eliminated,1.0,0,0,,,
2,Kenny Mayne,8,,0,,,46,Andrea Hale,Sports Broadcaster,Washington,United States,Eliminated Week 1,10,,Eliminated,1.0,0,0,,,
2,Kenny Mayne,9,,0,,,46,Andrea Hale,Sports Broadcaster,Washington,United States,Eliminated Week 1,10,,Eliminated,1.0,0,0,,,
2,Kenny Mayne,10,,0,,,46,Andrea Hale,Sports Broadcaster,Washington,United States,Eliminated Week 1,10,,Eliminated,1.0,0,0,,,
2,Kenny Mayne,11,,0,,,46,Andrea Hale,Sports Broadcaster,Washington,United States,Eliminated Week 1,10,,Eliminated,1.0,0,0,,,
2,Lisa Rinna,1,19.0,3,6.333333333333333,1.1547005383792517,42,Louis van Amstel,Actor/Actress,California,United States,Eliminated Week 7,4,,Eliminated,7.0,1,30,0.09743589743589744,-0.1272054628286961,6.0
2,Lisa Rinna,2,20.0,3,6.666666666666667,0.5773502691896257,42,Louis van Amstel,Actor/Actress,California,United States,Eliminated Week 7,4,,Eliminated,7.0,1,30,0.1,-0.556414884074657,6.0
2,Lisa Rinna,3,25.0,3,8.333333333333334,0.5773502691896255,42,Louis van Amstel,Actor/Actress,California,United States,Eliminated Week 7,4,,Eliminated,7.0,1,30,0.13736263736263737,0.5312532024908597,3.0
2,Lisa Rinna,4,26.0,3,8.666666666666666,0.5773502691896255,42,Louis van Amstel,Actor/Actress,California,United States,Eliminated Week 7,4,,Eliminated,7.0,1,30,0.16455696202531644,0.5463017443271823,2.0
2,Lisa Rinna,5,25.0,3,8.333333333333334,1.1547005383792515,42,Louis van Amstel,Actor/Actress,California,United States,Eliminated Week 7,4,,Eliminated,7.0,1,30,0.16556291390728478,-0.06237828615518098,3.0
2,Lisa Rinna,6,27.0,3,9.0,0.0,42,Louis van Amstel,Actor/Actress,California,United States,Eliminated Week 7,4,,Eliminated,7.0,1,30,0.20300751879699247,0.1275153426126672,2.0
2,Lisa Rinna,7,26.5,3,8.833333333333334,0.28867513459481275,42,Louis van Amstel,Actor/Actress,California,United States,Eliminated Week 7,4,,Eliminated,7.0,1,30,0.25980392156862747,0.34299717028501764,2.0
2,Lisa Rinna,8,,0,,,42,Louis van Amstel,Actor/Actress,California,United States,Eliminated Week 7,4,,Eliminated,7.0,0,0,,,
2,Lisa Rinna,9,,0,,,42,Louis van Amstel,Actor/Actress,California,United States,Eliminated Week 7,4,,Eliminated,7.0,0,0,,,
2,Lisa Rinna,10,,0,,,42,Louis van Amstel,Actor/Actress,California,United States,Eliminated Week 7,4,,Eliminated,7.0,0,0,,,
2,Lisa Rinna,11,,0,,,42,Louis van Amstel,Actor/Actress,California,United States,Eliminated Week 7,4,,Eliminated,7.0,0,0,,,
2,Master P,1,12.0,3,4.0,0.0,35,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,Eliminated Week 4,7,,Eliminated,4.0,1,30,0.06153846153846154,-1.9080819424304414,9.0
2,Master P,2,16.0,3,5.333333333333333,0.5773502691896257,35,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,Eliminated Week 4,7,,Eliminated,4.0,1,30,0.08,-1.55796167540904,8.0
2,Master P,3,14.0,3,4.666666666666667,1.1547005383792517,35,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,Eliminated Week 4,7,,Eliminated,4.0,1,30,0.07692307692307693,-2.0659846763533434,6.0
2,Master P,4,8.0,3,2.6666666666666665,1.1547005383792515,35,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,Eliminated Week 4,7,,Eliminated,4.0,1,30,0.05063291139240506,-2.321782413390526,6.0
2,Master P,5,,0,,,35,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,Eliminated Week 4,7,,Eliminated,4.0,0,0,,,
2,Master P,6,,0,,,35,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,Eliminated Week 4,7,,Eliminated,4.0,0,0,,,
2,Master P,7,,0,,,35,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,Eliminated Week 4,7,,Eliminated,4.0,0,0,,,
2,Master P,8,,0,,,35,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,Eliminated Week 4,7,,Eliminated,4.0,0,0,,,
2,Master P,9,,0,,,35,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,Eliminated Week 4,7,,Eliminated,4.0,0,0,,,
2,Master P,10,,0,,,35,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,Eliminated Week 4,7,,Eliminated,4.0,0,0,,,
2,Master P,11,,0,,,35,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,Eliminated Week 4,7,,Eliminated,4.0,0,0,,,
2,Stacy Keibler,1,22.0,3,7.333333333333333,1.1547005383792517,26,Tony Dovolani,Athlete,Maryland,United States,3rd Place,3,3.0,Finalist,,1,30,0.11282051282051282,0.6360273141434805,3.0
2,Stacy Keibler,2,29.0,3,9.666666666666666,0.5773502691896258,26,Tony Dovolani,Athlete,Maryland,United States,3rd Place,3,3.0,Finalist,,1,30,0.145,1.6970653964277047,1.0
2,Stacy Keibler,3,27.0,3,9.0,0.0,26,Tony Dovolani,Athlete,Maryland,United States,3rd Place,3,3.0,Finalist,,1,30,0.14835164835164835,1.003478271371624,1.0
2,Stacy Keibler,4,26.0,3,8.666666666666666,0.5773502691896258,26,Tony Dovolani,Athlete,Maryland,United States,3rd Place,3,3.0,Finalist,,1,30,0.16455696202531644,0.5463017443271823,2.0
2,Stacy Keibler,5,30.0,3,10.0,0.0,26,Tony Dovolani,Athlete,Maryland,United States,3rd Place,3,3.0,Finalist,,1,30,0.1986754966887417,1.8089702985002352,1.0
2,Stacy Keibler,6,30.0,3,10.0,0.0,26,Tony Dovolani,Athlete,Maryland,United States,3rd Place,3,3.0,Finalist,,1,30,0.22556390977443608,1.0838804122076746,1.0
2,Stacy Keibler,7,27.5,3,9.166666666666666,0.28867513459481314,26,Tony Dovolani,Athlete,Maryland,United States,3rd Place,3,3.0,Finalist,,1,30,0.2696078431372549,0.6859943405700353,1.0
2,Stacy Keibler,8,28.6665,3,9.5555,0.192430844720903,26,Tony Dovolani,Athlete,Maryland,United States,3rd Place,3,3.0,Finalist,,1,30,0.33992071896021603,0.5391717658166554,2.0
2,Stacy Keibler,9,,0,,,26,Tony Dovolani,Athlete,Maryland,United States,3rd Place,3,3.0,Finalist,,0,0,,,
2,Stacy Keibler,10,,0,,,26,Tony Dovolani,Athlete,Maryland,United States,3rd Place,3,3.0,Finalist,,0,0,,,
2,Stacy Keibler,11,,0,,,26,Tony Dovolani,Athlete,Maryland,United States,3rd Place,3,3.0,Finalist,,0,0,,,
2,Tatum O'Neal,1,23.0,3,7.666666666666667,0.5773502691896257,42,Nick Kosovich,Actor/Actress,California,United States,Eliminated Week 2,9,,Eliminated,2.0,1,30,0.11794871794871795,0.8904382398008727,2.0
2,Tatum O'Neal,2,17.0,3,5.666666666666667,0.5773502691896257,42,Nick Kosovich,Actor/Actress,California,United States,Eliminated Week 2,9,,Eliminated,2.0,1,30,0.085,-1.3075749775754442,7.0
