Season,Week,Celebrity,PV_mean,PV_median,PV_sd,PV_cv,PV_ci95_low,PV_ci95_high,PV_ci95_width,Rank_mean
1,4,Joey McIntyre,0.485141508610327,0.4922989448768533,0.1577860608014119,0.32523718956430925,0.24575323574612712,0.7351519379567413,0.48939870221061416,1.128
1,4,John O'Hurley,0.16386921194826107,0.1700304518604418,0.0838767911761147,0.5118520445597637,0.054296806860549225,0.287508966113783,0.2332121592532338,2.76
1,4,Kelly Monaco,0.23707077734792767,0.22851854103893582,0.055438588862306994,0.2338482603486161,0.15362811140838845,0.3744617804269493,0.22083366901856083,2.135
1,4,Rachel Hunter,0.11391850209348423,0.1078604007292941,0.04907962993539753,0.4308310681185188,0.04053862359025993,0.20528618376579963,0.1647475601755397,3.977
2,1,Drew Lachey,0.11599861863453866,0.12352084575793579,0.06601916379923532,0.5691374998803483,0.02784318055180576,0.19810769888425328,0.17026451833244752,5.008
2,1,George Hamilton,0.08442986669510225,0.0875049337333764,0.024052655655766243,0.2848832598851128,0.04684516030046526,0.11574302917165542,0.06889786887119016,5.69
2,1,Giselle Fernandez,0.11673894608598272,0.11941169758217876,0.019101862094641847,0.16362887224091086,0.08585926985256123,0.14579369076562887,0.05993442091306764,4.08
2,1,Jerry Rice,0.07610348965837122,0.07410636300856091,0.016176063284637138,0.2125535025693504,0.05007039245971824,0.10854739899230156,0.05847700653258332,6.641
2,1,Kenny Mayne,0.051158322175492425,0.056307426153898214,0.00986642259878236,0.1928605587364025,0.03411896580543647,0.06175956434351228,0.02764059853807581,9.077
2,1,Lisa Rinna,0.08296670606733665,0.08564663438338009,0.018405343495022077,0.22184011355210495,0.05192981732568957,0.10769047525599243,0.05576065793030286,5.908
2,1,Master P,0.10155968592831878,0.08916797064598514,0.03449971274382343,0.33969889162687505,0.05925154586943469,0.1955891965227844,0.1363376506533497,5.721
2,1,Stacy Keibler,0.14306134628128123,0.09889465988474368,0.09770964463735218,0.6829912284289537,0.04461775556302876,0.30347649676478833,0.25885874120175956,5.429
2,1,Tatum O'Neal,0.13252009847535476,0.1295024171568068,0.022799134761943264,0.17204284500424893,0.09907380359693278,0.16317533202597906,0.06410152842904628,2.537
2,1,Tia Carrere,0.09546291999822133,0.09437105626799595,0.007101482648583284,0.07438995841228824,0.08534057407027004,0.10760498062758087,0.022264406557310823,4.909
2,2,Drew Lachey,0.11368233586702979,0.11204208432709292,0.017614586929360132,0.1549456808308662,0.09117084925888555,0.1517005478477743,0.060529698588888736,4.987
2,2,George Hamilton,0.07452897360599411,0.08221583528904153,0.034792647376266854,0.4668338458570775,0.02276133052270652,0.11795770732627807,0.09519637680357154,6.873
2,2,Giselle Fernandez,0.1313664176491786,0.1324756203991665,0.006800085486536824,0.05176426067046171,0.11590923258844271,0.14257347534804185,0.026664242759599138,3.371
2,2,Jerry Rice,0.2007175902698961,0.204389840922426,0.032906986181587425,0.16394669813113463,0.13157194870921163,0.263311530669784,0.1317395819605724,1.078
2,2,Lisa Rinna,0.09371948442028076,0.09597732930819193,0.01100457013565384,0.11742030169846376,0.07368829418233,0.10929501400617177,0.03560671982384177,5.664
2,2,Master P,0.05404784144635299,0.043870325742107336,0.02565746707621316,0.4747177017546639,0.0259070634971358,0.11003212935399939,0.08412506585686359,7.79
2,2,Stacy Keibler,0.14048013709557244,0.1425469220058106,0.011449200322878298,0.08150049223748335,0.11944577137698524,0.16047574497969305,0.04102997360270781,2.776
2,2,Tatum O'Neal,0.06580795442567478,0.07253464114890235,0.01710157615983268,0.25987095798802934,0.03464068131955528,0.08818855994216485,0.05354787862260957,7.999
2,2,Tia Carrere,0.12564926522002037,0.1102008011436065,0.050250559163467115,0.39992720272159954,0.07137777409120111,0.20660239942566141,0.1352246253344603,4.462
2,3,Drew Lachey,0.17641260271180653,0.16010263868660257,0.08675415053308962,0.4917684405734553,0.05223042283102967,0.3029239249295186,0.2506935020984889,3.037
2,3,George Hamilton,0.13974608935178726,0.1264755570369491,0.04295831219655246,0.30740260708413913,0.07500257574560877,0.21686340245373667,0.14186082670812789,3.373
2,3,Giselle Fernandez,0.07895377387264169,0.07582113064381846,0.02426168678970843,0.3072897671597603,0.04652241518223056,0.12296534423662038,0.07644292905438982,7.317
2,3,Jerry Rice,0.09568031724091555,0.09895994645901757,0.0255093475409102,0.26661018981239015,0.05189381029778,0.13297323524135485,0.08107942494357484,4.906
2,3,Lisa Rinna,0.11277971582795657,0.11848190033483703,0.01726936688480929,0.1531247596966231,0.08358240356580625,0.1379194322700852,0.054337028704278964,3.892
2,3,Master P,0.0988290255320818,0.08571032225605918,0.0313035273825575,0.3167442683363884,0.05005617125629137,0.15039310106823817,0.1003369298119468,5.915
2,3,Stacy Keibler,0.11933582039115104,0.12174058392793835,0.011153404074920685,0.09346233208405319,0.09974052189795145,0.14061928803410145,0.040878766136150005,3.387
2,3,Tia Carrere,0.17826265507165956,0.12377458605460084,0.13541854256017147,0.7596573859271576,0.04561735970218104,0.512387612373471,0.4667702526712899,4.173
2,4,Drew Lachey,0.18096148009078186,0.13933376311724388,0.10143641488137804,0.5605414745198317,0.07735132001499083,0.33875203767447026,0.2614007176594794,3.507
2,4,George Hamilton,0.13592400647295783,0.12518703140543136,0.03690878857822798,0.2715398812613062,0.09159326128768579,0.19518782635340529,0.1035945650657195,3.634
2,4,Jerry Rice,0.2148803592618996,0.2053878893710521,0.06759333807898246,0.31456266320086806,0.1291382880501968,0.3068001982777142,0.1776619102275174,1.814
2,4,Lisa Rinna,0.1445830326472529,0.1627915402978798,0.043214844998671884,0.2988929213022215,0.07418591653861825,0.20714362988576815,0.1329577133471499,3.865
2,4,Master P,0.09074454657008746,0.0854865904478361,0.026035582235323016,0.2869107094519909,0.055559669426278546,0.13762558689973933,0.08206591747346079,5.689
2,4,Stacy Keibler,0.10723067385920257,0.10076498079770889,0.02542071052715428,0.23706566052669328,0.07166847049558926,0.16132742993831342,0.08965895944272416,5.052
2,4,Tia Carrere,0.12567590109781782,0.1467759068981515,0.05901464987977295,0.46957809225366004,0.035926969400637276,0.21359941938457244,0.17767244998393517,4.439
2,5,Drew Lachey,0.15666847776170312,0.1392470129034864,0.06287539082359195,0.40132764243249414,0.08037093920200715,0.2577263102945849,0.17735537109257776,3.753
2,5,George Hamilton,0.2030295100561854,0.21727663281895473,0.0552139419949012,0.2719503286966587,0.11507792804222397,0.2820272390034093,0.16694931096118534,2.325
2,5,Jerry Rice,0.24262979912258303,0.24585876427580167,0.029372541552152815,0.1210590853158685,0.19088766194442763,0.2911670618943704,0.10027939994994278,1.619
2,5,Lisa Rinna,0.11335037884492817,0.11359075444878274,0.019970247186439857,0.17618156542520827,0.06208479308076067,0.14812416097212294,0.08603936789136227,4.677
2,5,Stacy Keibler,0.15572768426606814,0.1611404728111387,0.0754683892455028,0.4846176811860983,0.053854653252203843,0.3026908181619641,0.24883616490976024,3.974
2,5,Tia Carrere,0.12859414994853216,0.11265673251341407,0.039776158729519236,0.3093154606600614,0.07952424330904308,0.2005972477227196,0.12107300441367654,4.652
2,6,Drew Lachey,0.13580964096895487,0.14259033468737975,0.04994635251563447,0.36776735553738676,0.04474553830377021,0.22168138466405743,0.17693584636028722,4.092
2,6,George Hamilton,0.1506447349513824,0.15199009516224488,0.019957073032830678,0.1324777333855805,0.11818619358948394,0.1804946772023716,0.06230848361288767,4.56
2,6,Jerry Rice,0.18066286629504957,0.18055861446212906,0.009812250637776791,0.05431249287140122,0.1632226265543409,0.196331941999228,0.0331093154448871,3.104
2,6,Lisa Rinna,0.3006219585322752,0.2653826656970063,0.08486577314278841,0.2823006461574799,0.1829849628791734,0.4438606272729905,0.26087566439381715,1.698
2,6,Stacy Keibler,0.23226079925233797,0.22296732316814077,0.045188214012934914,0.19455807505355444,0.17304824856103437,0.3074111545473458,0.13436290598631143,1.546
2,7,Drew Lachey,0.34160959676942676,0.314041624346885,0.05409582862887227,0.15835570528595208,0.2776855809391866,0.449416089549145,0.17173050860995842,1.211
2,7,Jerry Rice,0.2028622282202842,0.17392970965393795,0.06447311473896318,0.3178172462394185,0.14087027875895097,0.31219988339130655,0.17132960463235558,3.174
2,7,Lisa Rinna,0.21127180622627134,0.21389448710210818,0.02965679152908386,0.1403726889016206,0.14787518344784445,0.2579413816656001,0.11006619821775565,3.334
2,7,Stacy Keibler,0.24425636878401769,0.2500314999994703,0.025116030548918675,0.1028265124629253,0.19571530935338488,0.28624826919886054,0.09053295984547566,2.281
3,1,Emmitt Smith,0.10670252403464986,0.0974240745349876,0.043266457368188016,0.4054867282627537,0.051237757275544714,0.17578915477760854,0.12455139750206382,5.353
3,1,Harry Hamlin,0.11152146422486207,0.10489891518345892,0.053899724669326673,0.4833125626888113,0.048701655287697605,0.1855277727337611,0.1368261174460635,5.259
3,1,Jerry Springer,0.04551863678211191,0.044000498175269784,0.01397225291186527,0.3069567522144279,0.027582666276774855,0.07207356129869257,0.044490895021917706,9.239
3,1,Joey Lawrence,0.07338679608461876,0.07167041277693618,0.007536266833670094,0.10269240838611335,0.06146522625730171,0.08992195287393853,0.02845672661663682,6.281
3,1,Mario Lopez,0.11767928522874353,0.11254605125479858,0.025169883450555777,0.21388542088466012,0.07864288249862317,0.16603660072295248,0.08739371822432931,3.584
3,1,Monique Coleman,0.12006738612387435,0.09911644505846502,0.08340937531582175,0.6946880248543741,0.03016255089538198,0.2455716689965977,0.2154091181012157,5.619
3,1,Sara Evans,0.05338983349707759,0.05229627164717513,0.008175130846426622,0.15312148982210455,0.03967677895924221,0.06885435153028972,0.029177572571047514,8.877
3,1,Shanna Moakler,0.06886313697004258,0.06587568468280691,0.034119082110529,0.49546221115909617,0.026368409717871386,0.122700609667719,0.09633219994984761,7.286
3,1,Tucker Carlson,0.064451093996357,0.06454507230492317,0.013952201678540185,0.2164773445013798,0.03846452306818436,0.09320892981744926,0.054744406749264896,7.43
3,1,Vivica A. Fox,0.11286225361138834,0.10081791429436804,0.031159018843997105,0.27608006970412835,0.07884517095224755,0.18475003197122639,0.10590486101897884,3.867
3,1,Willa Ford,0.12555758944627404,0.12713922915829168,0.019897976167195977,0.15847688901123974,0.07601383260565815,0.157804012196195,0.08179017959053685,3.205
3,2,Emmitt Smith,0.08463058031217525,0.07737807812014758,0.03734027855590929,0.4412149653018199,0.03799098598443247,0.14382339453037857,0.1058324085459461,6.478
3,2,Harry Hamlin,0.12901939573716786,0.11786834097903293,0.05128508227077555,0.3974990115071618,0.06508327408300256,0.24528662403933849,0.1802033499563359,4.056
3,2,Jerry Springer,0.05570830384151282,0.05378528798088093,0.009879033481641951,0.17733502548825178,0.04117353147756638,0.07829980185387286,0.03712627037630648,8.693
3,2,Joey Lawrence,0.11367165518894459,0.11567764141902204,0.026966017512510713,0.23722727946283442,0.06686970456995937,0.16325114849245517,0.0963814439224958,4.086
3,2,Mario Lopez,0.09639121562879185,0.10268584852221566,0.031537396832300876,0.32718123354469575,0.04704505126918998,0.14572667631788613,0.09868162504869615,5.556
3,2,Monique Coleman,0.0955525318736448,0.0962441044507701,0.02092978325610326,0.21903954657925806,0.058106209669557436,0.138622759940172,0.08051655027061458,5.177
3,2,Sara Evans,0.14581576793011308,0.12100938201676982,0.07080267124708536,0.4855625166752873,0.05632223378285933,0.27105330462027416,0.21473107083741483,3.622
3,2,Shanna Moakler,0.08938482059212283,0.08182632803264434,0.02570906968934739,0.2876223224372958,0.055715980825851545,0.15115446012855044,0.09543847930269889,5.9
3,2,Vivica A. Fox,0.10008290194504336,0.08067546110320231,0.07136444969820563,0.7130533618758641,0.02294150664894592,0.20487738464035626,0.18193587799141034,5.736
3,2,Willa Ford,0.08974282695048359,0.0935975794979785,0.022000280014924902,0.24514806099281622,0.04874899260541355,0.1256149899810455,0.07686599737563196,5.696
3,3,Emmitt Smith,0.05835284849347633,0.05268239508270446,0.015921496600035175,0.27284866139508424,0.036966390212903336,0.09427951747022152,0.057313127257318186,7.406
3,3,Harry Hamlin,0.0687111537387022,0.07185774418583052,0.024507315731091293,0.35667157946857936,0.029223960959994626,0.10654525797636948,0.07732129701637486,6.556
3,3,Jerry Springer,0.09035003565120643,0.09512375495502384,0.019426264915732978,0.21501114831572932,0.054610357464898174,0.12044782572499582,0.06583746826009765,5.264
3,3,Joey Lawrence,0.18924274165678454,0.17721197858833332,0.08353578807148433,0.441421358304917,0.0851329304238707,0.31015374559882614,0.22502081517495542,2.621
3,3,Mario Lopez,0.06029456433659836,0.05533829553122434,0.014779356747060279,0.2451192227636566,0.043645997797843096,0.1019850994208971,0.05833910162305401,7.346
3,3,Monique Coleman,0.14126763058106104,0.1384110467842931,0.02962833113931884,0.2097319181857287,0.08511355062683558,0.19788883863809117,0.1127752880112556,3.084
3,3,Sara Evans,0.0748490052582577,0.07697748073797923,0.01966041646949082,0.26266770549127355,0.03930429008440408,0.10741929332844675,0.06811500324404268,5.951
3,3,Vivica A. Fox,0.19599081205422608,0.19791643962297584,0.0415826211894195,0.2121661763303198,0.13402668631690207,0.26225745608511036,0.1282307697682083,1.672
3,3,Willa Ford,0.12094120822968733,0.12183036664936278,0.0685469287732372,0.5667789314875643,0.03642727784167975,0.2256211874371301,0.18919390959545035,5.1
3,4,Emmitt Smith,0.139746396886669,0.1396053487797538,0.029795534022490147,0.21321146509883623,0.08413422714872958,0.20390108383160807,0.1197668566828785,3.925
3,4,Jerry Springer,0.1408036966511525,0.1276317766424098,0.06384005157424333,0.4533975534208447,0.059371614955546395,0.23154174764680005,0.17217013269125364,4.907
3,4,Joey Lawrence,0.14254413593381934,0.1353574918746152,0.03471381693849833,0.24353030527060984,0.09736348473019578,0.21044972629371872,0.11308624156352294,3.158
3,4,Mario Lopez,0.1760683004077713,0.1540457704405907,0.05747166660885352,0.32641688751325526,0.10861831122565895,0.29056628203010054,0.18194797080444158,2.83
3,4,Monique Coleman,0.09262134876760593,0.08603490293794408,0.03800105196171111,0.4102839406610096,0.04474906189145588,0.16478827324488482,0.12003921135342893,5.682
3,4,Sara Evans,0.11624981450688042,0.11302287374055758,0.03920711169859533,0.33726601513222026,0.05920150503084432,0.18352445086812835,0.12432294583728404,4.123
3,4,Vivica A. Fox,0.08016904994555855,0.07414677731583483,0.04495267587314884,0.5607235698025042,0.02818509185426754,0.1410469866508015,0.11286189479653397,6.12
3,4,Willa Ford,0.11179725690054297,0.10728354151644874,0.02156303469110679,0.1928762412327316,0.08499756290381634,0.16513484188382813,0.08013727898001179,5.255
3,5,Emmitt Smith,0.18762711887794004,0.16892783925348714,0.05392479349963815,0.2874040481041479,0.11511592805723124,0.2739689276655892,0.15885299960835797,2.804
3,5,Jerry Springer,0.08370845011598545,0.08438541507115699,0.031489033542722596,0.37617508745045164,0.03300694175693687,0.14228251895856428,0.10927557720162741,6.173
3,5,Joey Lawrence,0.14467088461217242,0.14340549524455798,0.0377654227594489,0.26104369832733687,0.06636133007207366,0.22003588446330588,0.15367455439123223,3.664
3,5,Mario Lopez,0.17952415687757972,0.17091071882151926,0.036595786213410045,0.20384881260500934,0.12247585220551553,0.2535067111571045,0.13103085895158895,2.489
3,5,Monique Coleman,0.1349056435240375,0.13287885465284774,0.016807419563238793,0.12458648225671927,0.10555773859021747,0.17279854585503227,0.0672408072648148,4.235
3,5,Sara Evans,0.1911340131027801,0.19568245307549512,0.03293832541349674,0.17233105128067674,0.11466818106167552,0.2472827805792924,0.1326145995176169,2.159
3,5,Willa Ford,0.07842973288950474,0.07299803171795838,0.02391265300609768,0.3048926998105027,0.04848925696375186,0.1255312488666506,0.07704199190289873,6.476
3,7,Emmitt Smith,0.15688289082517826,0.16032184359265056,0.0311841478643342,0.19877341436220802,0.09814324947069056,0.2134236470685406,0.11528039759785005,3.498
3,7,Jerry Springer,0.14368661641728359,0.14401252013276228,0.017175575004290747,0.1195349673654418,0.11071103746892969,0.1784739600210916,0.0677629225521619,4.031
3,7,Joey Lawrence,0.20695593091746645,0.2057229936814207,0.030522023640250848,0.1474807873586525,0.158419357018066,0.28626656998055067,0.12784721296248466,2.458
3,7,Mario Lopez,0.2996961591041592,0.281068994871487,0.1187667973802979,0.3962906889941842,0.1598655304668201,0.4618264394942784,0.3019609090274583,2.013
3,7,Monique Coleman,0.19277840273591249,0.1871309551668443,0.11751218012953019,0.6095712925400173,0.05199298109527875,0.3414589328435586,0.2894659517482798,3.0
3,8,Emmitt Smith,0.2745751219277972,0.2659194227480611,0.047090896457491684,0.1715046000047841,0.19854139610731186,0.3868389190082118,0.18829752290089996,1.914
3,8,Joey Lawrence,0.25698819117381005,0.264256308695322,0.06956141095676556,0.2706794060810318,0.13783277497184132,0.3843312673096466,0.2464984923378053,2.273
3,8,Mario Lopez,0.28592877556616736,0.28399326777826633,0.1190348831435002,0.41630956138569586,0.12469121152505733,0.46054694940264584,0.3358557378775885,2.359
3,8,Monique Coleman,0.1825079113322254,0.18080376581620364,0.033544655936319,0.18379836628153895,0.12773847099951308,0.2484456692606824,0.12070719826116932,3.454
4,2,Apolo Anton Ohno,0.06454803649387805,0.06075518665290831,0.021101976172657508,0.3269189477926085,0.03526490611077006,0.10285827102238453,0.06759336491161447,8.425
4,2,Billy Ray Cyrus,0.06378311052754913,0.0571410302565403,0.015775160345559296,0.2473250397336095,0.04826807777396655,0.10608277616442754,0.057814698390460995,8.096
4,2,Clyde Drexler,0.055399798295144256,0.05521954005716216,0.008243844902875386,0.1488064064593887,0.03978707670515421,0.07411945303370117,0.03433237632854696,9.195
4,2,Heather Mills,0.11843529679861874,0.10961628661425454,0.023166502733452228,0.19560471717180186,0.08829796794804999,0.1678178880252681,0.0795199200772181,3.538
4,2,Ian Ziering,0.08464856625863405,0.08296564210967347,0.011868198185295475,0.14020554286806874,0.06442873516188141,0.11207714394807437,0.04764840878619296,5.415
4,2,Joey Fatone,0.14052319391485874,0.14827004078601058,0.027018603959975702,0.19227149061489407,0.08235994855256937,0.17947530452908136,0.097115355976512,2.333
4,2,John Ratzenberger,0.09178946331902474,0.09378612729815147,0.025150306158135478,0.27399992601245227,0.05218872524184663,0.1393252780655899,0.08713655282374326,4.667
4,2,Laila Ali,0.12495586286610909,0.10790307845467939,0.052643089890991444,0.42129347662061134,0.05847141321647515,0.19718702359503104,0.1387156103785559,4.475
4,2,Leeza Gibbons,0.10175549845474938,0.08727990705657443,0.050983064874697434,0.5010349872873905,0.04481862398161166,0.1946012876116582,0.14978266363004655,5.206
4,2,Paulina Porizkova,0.09907971353465943,0.09790257713256892,0.026522499171550258,0.2676884926829379,0.05643492062995318,0.1493936412235942,0.09295872059364102,5.165
4,2,Shandi Finnessey,0.055081459536774416,0.05487984017123167,0.008176850074765984,0.1484501344650611,0.04142814337792881,0.0732980403480166,0.03186989697008779,9.485
4,3,Apolo Anton Ohno,0.06599608491724157,0.06629044727590651,0.01528234832883623,0.23156446852870352,0.04152123156449289,0.09864601866432823,0.057124787099835345,6.617
4,3,Billy Ray Cyrus,0.029016819382993417,0.02781421080939205,0.0041211967915793565,0.14202786105477724,0.02337438990479912,0.03911166179410499,0.01573727188930587,9.752
4,3,Clyde Drexler,0.05774281502046292,0.055114132785026526,0.012976742865186509,0.22473346442475667,0.03958851798141902,0.08262708648472776,0.04303856850330874,7.402
4,3,Heather Mills,0.11004314564921543,0.10983354729457427,0.03582374839345817,0.3255427512737008,0.04664831036635401,0.172329835727119,0.125681525360765,3.471
4,3,Ian Ziering,0.24406686827871613,0.22072945137151426,0.07347146073910604,0.3010300466313359,0.14546305424306183,0.3835756638798805,0.23811260963681868,1.106
4,3,Joey Fatone,0.06284770823585803,0.056153432149097404,0.029625883415451096,0.4713916266329012,0.027320625675929404,0.12518898524541386,0.09786835956948445,7.183
4,3,John Ratzenberger,0.08276226066664887,0.07568116636338428,0.046420732163534734,0.5608925105430468,0.02717902563567961,0.14334910900105893,0.11617008336537932,5.908
4,3,Laila Ali,0.07279457300379898,0.07101057169899083,0.015144102355922994,0.20803889261267675,0.05000215262826303,0.10504962699325897,0.055047474364995935,5.981
4,3,Leeza Gibbons,0.16361349423843288,0.15636898543835556,0.03557403098019758,0.21742724306319,0.1120309745858514,0.24343894716766612,0.13140797258181472,2.539
4,3,Shandi Finnessey,0.1111162306066318,0.10055198308402122,0.04000638140581349,0.3600408436049465,0.05766702576574392,0.18289987844662794,0.12523285268088402,5.041
4,4,Apolo Anton Ohno,0.0829608121688149,0.07310548653963156,0.03945301138166151,0.47556201958799,0.03612648999264575,0.16062655612303253,0.12450006613038678,6.403
4,4,Billy Ray Cyrus,0.09021293576440542,0.08841917664594905,0.014181600191725508,0.1572014043391882,0.06478092886267157,0.12271322790829871,0.057932299045627134,5.013
4,4,Clyde Drexler,0.07511849493329686,0.07322961673126374,0.020956721150634485,0.27898217568447653,0.03966152294871923,0.11706939962273656,0.07740787667401733,6.629
4,4,Heather Mills,0.11299188452692586,0.11071419895418352,0.03320771489893313,0.29389469020688613,0.06685050573550495,0.17320420559462268,0.10635369985911773,3.43
4,4,Ian Ziering,0.12371367532499437,0.09645297248121418,0.07173175116066287,0.579820710784191,0.03916406625545363,0.24337286285799548,0.20420879660254185,4.609
4,4,Joey Fatone,0.24068924975970338,0.2219125231514677,0.14900302647374317,0.6190680581808417,0.06849717247643944,0.4741885382503558,0.40569136577391635,3.356
4,4,John Ratzenberger,0.08942026731299359,0.08148599127709613,0.027837323050703106,0.31130887758661496,0.0535766760044691,0.16165967719018484,0.10808300118571573,5.864
4,4,Laila Ali,0.08851093413608985,0.09122959235776028,0.020697390592489023,0.23383992943364243,0.05361120349486883,0.13087897950108177,0.07726777600621293,5.288
4,4,Leeza Gibbons,0.09638174607277578,0.09084652668052878,0.02259632569508924,0.23444611262829004,0.06635616407236199,0.1562379886621362,0.08988182458977421,4.408
4,5,Apolo Anton Ohno,0.15749964220698845,0.17041324500983404,0.03628417235333656,0.23037622082754539,0.0810469428524253,0.20765942849894878,0.1266124856465235,2.59
4,5,Billy Ray Cyrus,0.22335354017997522,0.1747791825648225,0.19908578527016316,0.8913482414907888,0.019816041977377248,0.49319670583097647,0.4733806638535992,4.5
4,5,Clyde Drexler,0.06507291998133442,0.05825682427609659,0.03520719426793999,0.5410421766541113,0.025632846954175184,0.12158350544710278,0.0959506584929276,6.178
4,5,Heather Mills,0.06791508608478698,0.06652014600105666,0.018311939725267228,0.2696299273243373,0.042796031272882694,0.11400954316282644,0.07121351188994374,5.998
4,5,Ian Ziering,0.058325546344629046,0.05899185941925062,0.008797270286821854,0.1508304823214392,0.04136027102168913,0.07614723963963232,0.0347869686179432,6.733
4,5,Joey Fatone,0.12625316214670204,0.1054642584966673,0.0551667767755519,0.43695362427001955,0.06499192273946826,0.2477797065738311,0.18278778383436284,3.906
4,5,John Ratzenberger,0.10653197471865783,0.10449573264500381,0.02211505647896153,0.20759078706055692,0.07175040873635104,0.157114656035503,0.08536424729915197,3.846
4,5,Laila Ali,0.19504812833692592,0.15630385989777154,0.08680343513690127,0.44503598100135117,0.09581207032657821,0.3253142192184522,0.229502148891874,2.249
4,6,Apolo Anton Ohno,0.24864871001310745,0.2187318477719677,0.11042095922773851,0.4440841829499847,0.10585884190518224,0.4285575723375674,0.3226987304323852,2.069
4,6,Billy Ray Cyrus,0.1881963077671382,0.19123281513043391,0.053599343782928716,0.2848055013345375,0.09563863643035846,0.3109690290437279,0.21533039261336945,2.461
4,6,Heather Mills,0.1752467137761664,0.13738418824614496,0.09126478659262269,0.5207788758263991,0.08283957965580194,0.3742460874826677,0.2914065078268657,3.145
4,6,Ian Ziering,0.09442138645831825,0.08087314779300459,0.034227987650886686,0.3625024894756912,0.051871184943460984,0.16422631462513387,0.11235512968167288,5.263
4,6,Joey Fatone,0.10798574866901318,0.09758874591473317,0.07061211366362496,0.6539021540708854,0.03092860312124644,0.20966644708821178,0.17873784396696535,4.701
4,6,John Ratzenberger,0.06996842380682909,0.06926427724695834,0.012608255439122567,0.18019922063603738,0.04622325369247277,0.09705101766891938,0.05082776397644661,5.821
4,6,Laila Ali,0.11553270950942739,0.11235574994162509,0.05575639925392541,0.48260271476949756,0.04104002743032363,0.24532995989275852,0.20428993246243488,4.54
4,7,Apolo Anton Ohno,0.20174513613939063,0.19287375707273913,0.04360211256218399,0.21612472744848843,0.13811904036577846,0.27646234465558694,0.13834330428980848,2.651
4,7,Billy Ray Cyrus,0.09733836252739665,0.08961890388656404,0.04312872292276463,0.44308042382185864,0.036976187997389026,0.15970748034310975,0.12273129234572072,4.861
4,7,Ian Ziering,0.178305091579524,0.15422036344964735,0.13278416967472548,0.7447020637405847,0.03474662387272173,0.36815985539452534,0.3334132315218036,3.647
4,7,Joey Fatone,0.2109918176956471,0.20478755717138103,0.06325769278330214,0.2998111181474844,0.12813853214669965,0.31041422415063785,0.1822756920039382,2.958
4,7,John Ratzenberger,0.10528017509386427,0.08589357584778758,0.0628303640351716,0.5967919789186725,0.03507765310398205,0.19511171427164042,0.16003406116765836,4.361
4,7,Laila Ali,0.20633941696417735,0.1841253207474134,0.10288586182303827,0.4986243701604542,0.09527427629399252,0.3604212546069715,0.26514697831297895,2.522
4,8,Apolo Anton Ohno,0.2866036656474372,0.2873092004547335,0.033900332156581316,0.11828296780503668,0.22704909289217579,0.36733235768970895,0.14028326479753317,1.517
4,8,Billy Ray Cyrus,0.11968990572284881,0.11595419115938034,0.01671019296752937,0.1396123830711598,0.0968951186199012,0.16918170360047702,0.07228658498057582,4.271
4,8,Ian Ziering,0.16091954449320675,0.15200803001979493,0.04507774410849065,0.28012597382410326,0.0966181004473433,0.23471052581383434,0.13809242536649102,3.266
4,8,Joey Fatone,0.28587878430667596,0.2670086838521557,0.09118171346855874,0.31895236188895965,0.16509770396497594,0.4269467229257101,0.2618490189607342,2.08
4,8,Laila Ali,0.14690809982983122,0.13506817322266082,0.0625781351701075,0.4259679026724459,0.06482942230123301,0.26673666916827193,0.20190724686703893,3.866
